text,label,lang,scam_type,source
"Dear Customer, Apke JazzCash acount me 1 Lakh PKR deposit hue hn. Available Balance: 1 Lakh PKR.",0,roman_urdu,Bank Deposit Notification,zenodo_21810885
"Mubarak ho! Jeeto Pakistan main apka 75,000 ka inam lga ha. Apna inam hasil krne k lie apna NayaPay pin is number par send krin.",1,roman_urdu,Phishing - Reward/Lottery Scam,zenodo_21810885
"Dear Customer, Apke Meezan Bank account me 1 Lakh PKR deposit hue hain. Available Balance: 1 Lakh PKR.",0,roman_urdu,Bank Deposit Notification,zenodo_21810885
"Your Meezan Bank OTP for online transaction is 70735056. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,zenodo_21810885
Aap k JazzCash acc se 10000 PKR ki deduction hui h tax ki madd mein.,0,roman_urdu,Bank Tax Deduction Notification,zenodo_21810885
"Moaziz sarif, apka BISP ki taraf se 10000 PKR ka inaam nikla hai. Taseeq k liye 0359521680 par details send krain.",1,roman_urdu,Phishing - Reward/Lottery Scam,zenodo_21810885
Easypaisa: Aap ne successfully 1 Lakh PKR transfer kar diye hain. Trx ID: 51596630.,0,roman_urdu,Mobile Wallet Transfer Confirmation,zenodo_21810885
"Moaziz sarif, apka Benazir Income Support ki taraf se 50,000 PKR ka inaam nikla hai. Taseeq k liye 0387649836 par details send krain.",1,roman_urdu,Phishing - Government Scheme Scam,zenodo_21810885
Aap k MCB account se 10000 PKR ki deduction hui hai tax ki madd mein.,0,roman_urdu,Bank Tax Deduction Notification,zenodo_21810885
"Dear Customer, Apke Meezan Bank acount me 5000 PKR deposit hue hn. Available Balance: 5000 PKR.",0,roman_urdu,Bank Deposit Notification,zenodo_21810885
"Your HBL OTP for online transaction is 64728257. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,zenodo_21810885
Aap ka State Bank debit card ATM par use hua hai. Amount: 10000 PKR. Agar yeh aap ne nahi kiya toh helpline par call karein.,0,roman_urdu,Bank ATM Transaction Alert,zenodo_21810885
"Dear Customer, Apke NayaPay acount me 1 Lakh PKR deposit hue hn. Available Balance: 1 Lakh PKR.",0,roman_urdu,Bank Deposit Notification,zenodo_21810885
Easypaisa: Aap ne successfully 10000 PKR transfer kar diye hn. Trx ID: 61128789.,0,roman_urdu,Mobile Wallet Transfer Confirmation,zenodo_21810885
"Your Meezan Bank OTP for online transaction is 80277814. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,zenodo_21810885
"Aap ka HBL debit card ATM par use hua hai. Amount: 50,000 PKR. Agar yeh aap ne nahi kiya toh helpline par call karein.",0,roman_urdu,Bank ATM Transaction Alert,zenodo_21810885
"Your Allied Bank OTP for online transaction is 93038670. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,zenodo_21810885
Apka HBL account hack hone ka khatra hai. Apna password change krne k lie abhi is number par rabta krein.,1,roman_urdu,Phishing - Account Hack Warning,zenodo_21810885
"Moaziz sarif, apka BISP ki taraf se 5000 PKR ka inaam nikla h. Taseeq k liye 0345653091 par call kren.",1,roman_urdu,Phishing - Reward/Lottery Scam,zenodo_21810885
"Moaziz sarif, apka Ehsaas Program ki taraf se 2500 PKR ka inaam nikla hai. Taseeq k liye 0397488855 par pin code dain.",1,roman_urdu,Phishing - Government Scheme Scam,zenodo_21810885
"Moaziz sarif, apka Ehsaas Program ki taraf se 5000 PKR ka inaam nikla hai. Taseeq k liye 0325310311 par call karein.",1,roman_urdu,Phishing - Government Scheme Scam,zenodo_21810885
"Your JazzCash OTP for online transaction is 56394566. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,zenodo_21810885
Aap k HBL acc se 12500 PKR ki deduction hui ha tax ki madd mein.,0,roman_urdu,Bank Tax Deduction Notification,zenodo_21810885
"Moaziz sarif, apka Ehsaas Program ki taraf se 10000 PKR ka inaam nikla hai. Taseeq k liye 0398877344 par details send krain.",1,roman_urdu,Phishing - Government Scheme Scam,zenodo_21810885
FBR ki taraf se apka Allied Bank account freeze kr dia gya hai. Unblock krwane k lie abhi OTP OTP bataen.,1,roman_urdu,Phishing - Account Freeze (FBR) Threat,zenodo_21810885
Aap k JazzCash acc se 350 PKR ki deduction hui h tax ki madd mein.,0,roman_urdu,Bank Tax Deduction Notification,zenodo_21810885
Mubarak ho! Inaam Ghar main apka 10000 ka inam lga ha. Apna inam hasil krne k lie apna Allied Bank pin is number par send krin.,1,roman_urdu,Phishing - Reward/Lottery Scam,zenodo_21810885
"Moaziz sarif, apka Inaam Ghar ki taraf se 350 PKR ka inaam nikla hai. Taseeq k liye 0378296035 par OTP bataen.",1,roman_urdu,Phishing - Reward/Lottery Scam,zenodo_21810885
Easypaisa: Aap ne successfully 12500 PKR transfer kar diye hain. Trx ID: 25220947.,0,roman_urdu,Mobile Wallet Transfer Confirmation,zenodo_21810885
"Easypaisa: Aap ne successfully 75,000 PKR transfer kar diye hain. Trx ID: 45894984.",0,roman_urdu,Mobile Wallet Transfer Confirmation,zenodo_21810885
"Dear Customer, Apke NayaPay account me 12500 PKR deposit hue hain. Available Balance: 12500 PKR.",0,roman_urdu,Bank Deposit Notification,zenodo_21810885
Apka NayaPay ka account verification na hone ki waja se block ho gaya hai. Abhi call karein 0335235527 par warna account hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,zenodo_21810885
"Aap k State Bank account se 50,000 PKR ki deduction hui hai tax ki madd mein.",0,roman_urdu,Bank Tax Deduction Notification,zenodo_21810885
"Your JazzCash OTP for online transaction is 18484912. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,zenodo_21810885
"Your NayaPay OTP for online transaction is 31147168. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,zenodo_21810885
"Your MCB OTP for online transaction is 35189665. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,zenodo_21810885
"Mubarak ho! Ehsaas Program main apka 50,000 ka inam lga ha. Apna inam hasil krne k lie apna NayaPay pin is number par send krin.",1,roman_urdu,Phishing - Government Scheme Scam,zenodo_21810885
Apka Easypaisa ka account system error ki waja se block ho gaya hai. Abhi rabta krein 0322118454 par warna account hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,zenodo_21810885
Aap ka SadaPay debit card ATM par use hua h. Amount: 1 Lakh PKR. Agar yeh aap ne nahi kiya toh helpline par call karin.,0,roman_urdu,Bank ATM Transaction Alert,zenodo_21810885
Mubarak ho! Jeeto Pakistan main apka 2500 ka inam lga ha. Apna inam hasil krne k lie apna HBL pin is number par send krin.,1,roman_urdu,Phishing - Reward/Lottery Scam,zenodo_21810885
"Salary of 50,000 PKR has been credited to your UBL acount. Thank you.",0,roman_urdu,Salary Credit Notification,zenodo_21810885
"Your State Bank OTP for online transaction is 43974715. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,zenodo_21810885
"Your Allied Bank OTP for online transaction is 18025000. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,zenodo_21810885
Apka NayaPay ka account KYC update na hone ki waja se block ho gaya hai. Abhi sms karin 0348164984 par warna account hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,zenodo_21810885
"Dear Customer, Apke NayaPay acc me 350 PKR deposit hue hn. Available Balance: 350 PKR.",0,roman_urdu,Bank Deposit Notification,zenodo_21810885
"Moaziz sarif, apka Ehsaas Program ki taraf se 12500 PKR ka inaam nikla hai. Taseeq k liye 0391463803 par rabta krein.",1,roman_urdu,Phishing - Government Scheme Scam,zenodo_21810885
Apka Allied Bank account hack hone ka khatra hai. Apna password change krne k lie abhi is number par OTP bataen.,1,roman_urdu,Phishing - Account Hack Warning,zenodo_21810885
Mubarak ho! Ehsaas Program main apka 10000 ka inam lga ha. Apna inam hasil krne k lie apna JazzCash pin is number par send krin.,1,roman_urdu,Phishing - Government Scheme Scam,zenodo_21810885
FBR ki taraf se apka Easypaisa acc freeze kr dia gya ha. Unblock krwane k lie abhi OTP pin code dain.,1,roman_urdu,Phishing - Account Freeze (FBR) Threat,zenodo_21810885
Apka JazzCash account hack hone ka khatra hai. Apna password change krne k lie abhi is number par sms karin.,1,roman_urdu,Phishing - Account Hack Warning,zenodo_21810885
FBR ki taraf se apka Meezan Bank account freeze kr dia gya hai. Unblock krwane k lie abhi OTP pin code dain.,1,roman_urdu,Phishing - Account Freeze (FBR) Threat,zenodo_21810885
"Salary of 75,000 PKR has been credited to your Meezan Bank acount. Thank you.",0,roman_urdu,Salary Credit Notification,zenodo_21810885
"Easypaisa: Aap ne successfully 75,000 PKR transfer kar diye hain. Trx ID: 82585720.",0,roman_urdu,Mobile Wallet Transfer Confirmation,zenodo_21810885
Easypaisa: Aap ne successfully 350 PKR transfer kar diye hain. Trx ID: 98042715.,0,roman_urdu,Mobile Wallet Transfer Confirmation,zenodo_21810885
"Moaziz sarif, apka Inaam Ghar ki taraf se 2500 PKR ka inaam nikla hai. Taseeq k liye 0394642740 par pin code dain.",1,roman_urdu,Phishing - Reward/Lottery Scam,zenodo_21810885
FBR ki taraf se apka State Bank acount freeze kr dia gya ha. Unblock krwane k lie abhi OTP sms karin.,1,roman_urdu,Phishing - Account Freeze (FBR) Threat,zenodo_21810885
"Your HBL OTP for online transaction is 22762664. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,zenodo_21810885
Aap k JazzCash account se 2500 PKR ki deduction hui hai tax ki madd mein.,0,roman_urdu,Bank Tax Deduction Notification,zenodo_21810885
"Moaziz sarif, apka Ehsaas Program ki taraf se 75,000 PKR ka inaam nikla hai. Taseeq k liye 0363005754 par details send krain.",1,roman_urdu,Phishing - Government Scheme Scam,zenodo_21810885
"Moaziz sarif, apka Benazir Income Support ki taraf se 75,000 PKR ka inaam nikla hai. Taseeq k liye 0319513143 par sms karin.",1,roman_urdu,Phishing - Government Scheme Scam,zenodo_21810885
Mubarak ho! Benazir Income Support main apka 10000 ka inam lga ha. Apna inam hasil krne k lie apna NayaPay pin is number par send krin.,1,roman_urdu,Phishing - Government Scheme Scam,zenodo_21810885
"Mubarak ho! Ehsaas Program main apka 75,000 ka inam lga ha. Apna inam hasil krne k lie apna State Bank pin is number par send krin.",1,roman_urdu,Phishing - Government Scheme Scam,zenodo_21810885
Apka SadaPay ka account tax jama na krwane ki waja se block ho gaya hai. Abhi pin code dain 0398309117 par warna account hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,zenodo_21810885
"Easypaisa: Aap ne successfully 50,000 PKR transfer kar diye hn. Trx ID: 91483749.",0,roman_urdu,Mobile Wallet Transfer Confirmation,zenodo_21810885
Easypaisa: Aap ne successfully 350 PKR transfer kar diye hain. Trx ID: 63428041.,0,roman_urdu,Mobile Wallet Transfer Confirmation,zenodo_21810885
"Your HBL OTP for online transaction is 63905646. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,zenodo_21810885
Aap ka SadaPay debit card ATM par use hua hai. Amount: 5000 PKR. Agar yeh aap ne nahi kiya toh helpline par call karein.,0,roman_urdu,Bank ATM Transaction Alert,zenodo_21810885
Salary of 1 Lakh PKR has been credited to your UBL acount. Thank you.,0,roman_urdu,Salary Credit Notification,zenodo_21810885
Apka Allied Bank ka account KYC update na hone ki waja se block ho gaya hai. Abhi sms karin 0363711336 par warna account hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,zenodo_21810885
Aap k NayaPay acc se 350 PKR ki deduction hui ha tax ki madd mein.,0,roman_urdu,Bank Tax Deduction Notification,zenodo_21810885
Salary of 12500 PKR has been credited to your HBL account. Thank you.,0,roman_urdu,Salary Credit Notification,zenodo_21810885
"Dear Customer, Apke Allied Bank account me 10000 PKR deposit hue hain. Available Balance: 10000 PKR.",0,roman_urdu,Bank Deposit Notification,zenodo_21810885
Easypaisa: Aap ne successfully 10000 PKR transfer kar diye hain. Trx ID: 62211710.,0,roman_urdu,Mobile Wallet Transfer Confirmation,zenodo_21810885
Salary of 5000 PKR has been credited to your Meezan Bank acount. Thank you.,0,roman_urdu,Salary Credit Notification,zenodo_21810885
"Easypaisa: Aap ne successfully 50,000 PKR transfer kar diye hain. Trx ID: 13478298.",0,roman_urdu,Mobile Wallet Transfer Confirmation,zenodo_21810885
"Dear Customer, Apke Meezan Bank acount me 350 PKR deposit hue han. Available Balance: 350 PKR.",0,roman_urdu,Bank Deposit Notification,zenodo_21810885
"Your HBL OTP for online transaction is 26131906. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,zenodo_21810885
"Dear Customer, apka ATM card suspend kar dia gya hai. Apni details update krne k liye is link www.hbl-update-kyc.com pr click krain.",1,roman_urdu,Phishing - ATM Card Suspend Link,zenodo_21810885
"Mubarak ho! Jeeto Pakistan main apka 50,000 ka inam lga ha. Apna inam hasil krne k lie apna Allied Bank pin is number par send krin.",1,roman_urdu,Phishing - Reward/Lottery Scam,zenodo_21810885
Apka State Bank ka account suspicious activity ki waja se block ho gaya hai. Abhi call karein 0390987702 par warna account hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,zenodo_21810885
"Your State Bank OTP for online transaction is 95014136. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,zenodo_21810885
"Moaziz sarif, apka Ehsaas Program ki taraf se 10000 PKR ka inaam nikla hai. Taseeq k liye 0314612161 par details send krain.",1,roman_urdu,Phishing - Government Scheme Scam,zenodo_21810885
Apka SadaPay ka acount suspicious activity ki waja se block ho gaya h. Abhi call krn 0314704454 par warna acount hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,zenodo_21810885
Easypaisa: Aap ne successfully 2500 PKR transfer kar diye hain. Trx ID: 22425565.,0,roman_urdu,Mobile Wallet Transfer Confirmation,zenodo_21810885
Apka JazzCash acc hack hone ka khatra h. Apna password change krne k lie abhi is number par sms karin.,1,roman_urdu,Phishing - Account Hack Warning,zenodo_21810885
"Easypaisa: Aap ne successfully 75,000 PKR transfer kar diye hain. Trx ID: 25920968.",0,roman_urdu,Mobile Wallet Transfer Confirmation,zenodo_21810885
"Easypaisa: Aap ne successfully 75,000 PKR transfer kar diye hain. Trx ID: 16836870.",0,roman_urdu,Mobile Wallet Transfer Confirmation,zenodo_21810885
Easypaisa: Aap ne successfully 2500 PKR transfer kar diye hain. Trx ID: 51264355.,0,roman_urdu,Mobile Wallet Transfer Confirmation,zenodo_21810885
FBR ki taraf se apka NayaPay account freeze kr dia gya hai. Unblock krwane k lie abhi OTP call karein.,1,roman_urdu,Phishing - Account Freeze (FBR) Threat,zenodo_21810885
"Your Meezan Bank OTP for online transaction is 93293688. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,zenodo_21810885
"Moaziz sarif, apka Jeeto Pakistan ki taraf se 10000 PKR ka inaam nikla hai. Taseeq k liye 0381951627 par rabta krein.",1,roman_urdu,Phishing - Reward/Lottery Scam,zenodo_21810885
"Easypaisa: Aap ne successfully 75,000 PKR transfer kar diye hain. Trx ID: 12206402.",0,roman_urdu,Mobile Wallet Transfer Confirmation,zenodo_21810885
FBR ki taraf se apka HBL account freeze kr dia gya hai. Unblock krwane k lie abhi OTP details send krain.,1,roman_urdu,Phishing - Account Freeze (FBR) Threat,zenodo_21810885
"Your State Bank OTP for online transaction is 47811795. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,zenodo_21810885
"Dear Customer, Apke UBL account me 50,000 PKR deposit hue hain. Available Balance: 50,000 PKR.",0,roman_urdu,Bank Deposit Notification,zenodo_21810885
Apka HBL ka acount KYC update na hone ki waja se block ho gaya ha. Abhi sms karin 0352969378 par warna acount hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,zenodo_21810885
Easypaisa: Aap ne successfully 350 PKR transfer kar diye hain. Trx ID: 76440393.,0,roman_urdu,Mobile Wallet Transfer Confirmation,zenodo_21810885
Apka MCB ka account suspicious activity ki waja se block ho gaya hai. Abhi sms karin 0327380584 par warna account hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,zenodo_21810885
Easypaisa: Aap ne successfully 350 PKR transfer kar diye hain. Trx ID: 86153183.,0,roman_urdu,Mobile Wallet Transfer Confirmation,zenodo_21810885
"Dear Customer, Apke MCB account me 350 PKR deposit hue hain. Available Balance: 350 PKR.",0,roman_urdu,Bank Deposit Notification,zenodo_21810885
"Dear Customer, Apke UBL account me 10000 PKR deposit hue hain. Available Balance: 10000 PKR.",0,roman_urdu,Bank Deposit Notification,zenodo_21810885
"Mubarak ho! BISP main apka 75,000 ka inam lga ha. Apna inam hasil krne k lie apna Easypaisa pin is number par send krin.",1,roman_urdu,Phishing - Reward/Lottery Scam,zenodo_21810885
"Your SadaPay OTP for online transaction is 70936440. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,zenodo_21810885
"Your JazzCash OTP for online transaction is 20572907. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,zenodo_21810885
"Moaziz sarif, apka Inaam Ghar ki taraf se 5000 PKR ka inaam nikla hai. Taseeq k liye 0368222657 par details send krain.",1,roman_urdu,Phishing - Reward/Lottery Scam,zenodo_21810885
"Dear Consumer, apka is mahine ka K-Electric ka bill 50,000 PKR hai. Due date guzarne se pehle ada karein.",0,roman_urdu,Utility Bill Payment Reminder,zenodo_21810885
"Dear Customer, Apke State Bank acc me 12500 PKR deposit hue hn. Available Balance: 12500 PKR.",0,roman_urdu,Bank Deposit Notification,zenodo_21810885
Aap ka MCB debit card ATM par use hua h. Amount: 350 PKR. Agar yeh aap ne nahi kiya toh helpline par call karin.,0,roman_urdu,Bank ATM Transaction Alert,zenodo_21810885
Apka JazzCash acc hack hone ka khatra h. Apna password change krne k lie abhi is number par OTP bataen.,1,roman_urdu,Phishing - Account Hack Warning,zenodo_21810885
"Moaziz sarif, apka BISP ki taraf se 5000 PKR ka inaam nikla hai. Taseeq k liye 0321714544 par call karein.",1,roman_urdu,Phishing - Reward/Lottery Scam,zenodo_21810885
Easypaisa: Aap ne successfully 10000 PKR transfer kar diye han. Trx ID: 18726919.,0,roman_urdu,Mobile Wallet Transfer Confirmation,zenodo_21810885
"Moaziz sarif, apka Inaam Ghar ki taraf se 5000 PKR ka inaam nikla hai. Taseeq k liye 0359026104 par rabta krein.",1,roman_urdu,Phishing - Reward/Lottery Scam,zenodo_21810885
Apka HBL ka account suspicious activity ki waja se block ho gaya hai. Abhi sms karin 0370358554 par warna account hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,zenodo_21810885
Mubarak ho! Jeeto Pakistan main apka 5000 ka inam lga ha. Apna inam hasil krne k lie apna Easypaisa pin is number par send krin.,1,roman_urdu,Phishing - Reward/Lottery Scam,zenodo_21810885
"Your HBL OTP for online transaction is 87241214. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,zenodo_21810885
"Moaziz sarif, apka Jeeto Pakistan ki taraf se 350 PKR ka inaam nikla hai. Taseeq k liye 0320946626 par sms karin.",1,roman_urdu,Phishing - Reward/Lottery Scam,zenodo_21810885
Apka Easypaisa ka acc verification na hone ki waja se block ho gaya ha. Abhi pin code dain 0321297952 par warna acc hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,zenodo_21810885
Apka NayaPay ka account system error ki waja se block ho gaya hai. Abhi pin code dain 0360730905 par warna account hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,zenodo_21810885
"Bhai apke number par ghalti se mere 12500 rs aa gaye hain easypaisa me, please wapis bhej dain shukar guzar hunga.",1,roman_urdu,Phishing - Wrong Number Refund Scam,zenodo_21810885
"Your Meezan Bank OTP for online transaction is 69372257. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,zenodo_21810885
"Dear Customer, Apke JazzCash account me 5000 PKR deposit hue hain. Available Balance: 5000 PKR.",0,roman_urdu,Bank Deposit Notification,zenodo_21810885
Easypaisa: Aap ne successfully 10000 PKR transfer kar diye hain. Trx ID: 42803410.,0,roman_urdu,Mobile Wallet Transfer Confirmation,zenodo_21810885
"Mubarak ho! Benazir Income Support main apka 50,000 ka inam lga ha. Apna inam hasil krne k lie apna Easypaisa pin is number par send krin.",1,roman_urdu,Phishing - Government Scheme Scam,zenodo_21810885
Easypaisa: Aap ne successfully 350 PKR transfer kar diye han. Trx ID: 19934957.,0,roman_urdu,Mobile Wallet Transfer Confirmation,zenodo_21810885
Apka SadaPay account hack hone ka khatra hai. Apna password change krne k lie abhi is number par call karein.,1,roman_urdu,Phishing - Account Hack Warning,zenodo_21810885
"Dear Customer, Apke SadaPay acount me 12500 PKR deposit hue han. Available Balance: 12500 PKR.",0,roman_urdu,Bank Deposit Notification,zenodo_21810885
Salary of 2500 PKR has been credited to your NayaPay account. Thank you.,0,roman_urdu,Salary Credit Notification,zenodo_21810885
"Dear Customer, Apke Easypaisa account me 350 PKR deposit hue hain. Available Balance: 350 PKR.",0,roman_urdu,Bank Deposit Notification,zenodo_21810885
"Your Meezan Bank OTP for online transaction is 71813729. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,zenodo_21810885
Mubarak ho! Inaam Ghar main apka 12500 ka inam lga ha. Apna inam hasil krne k lie apna State Bank pin is number par send krin.,1,roman_urdu,Phishing - Reward/Lottery Scam,zenodo_21810885
Apka Allied Bank ka account system error ki waja se block ho gaya hai. Abhi rabta krein 0368856799 par warna account hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,zenodo_21810885
"Bha apke number par ghalti se mere 12500 rs aa gaye han easypaisa me, please wapis bhej dain shukar guzar hunga.",1,roman_urdu,Phishing - Wrong Number Refund Scam,zenodo_21810885
Salary of 2500 PKR has been credited to your State Bank account. Thank you.,0,roman_urdu,Salary Credit Notification,zenodo_21810885
"Dear Customer, Apke NayaPay acount me 10000 PKR deposit hue han. Available Balance: 10000 PKR.",0,roman_urdu,Bank Deposit Notification,zenodo_21810885
Mubarak ho! Jeeto Pakistan main apka 350 ka inam lga ha. Apna inam hasil krne k lie apna UBL pin is number par send krin.,1,roman_urdu,Phishing - Reward/Lottery Scam,zenodo_21810885
"Mubarak ho! Inaam Ghar main apka 75,000 ka inam lga ha. Apna inam hasil krne k lie apna Allied Bank pin is number par send krin.",1,roman_urdu,Phishing - Reward/Lottery Scam,zenodo_21810885
"Moaziz sarif, apka Ehsaas Program ki taraf se 5000 PKR ka inaam nikla hai. Taseeq k liye 0383368602 par details send krain.",1,roman_urdu,Phishing - Government Scheme Scam,zenodo_21810885
"Your JazzCash OTP for online transaction is 39830294. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,zenodo_21810885
"Dear Customer, Apke HBL acc me 10000 PKR deposit hue hn. Available Balance: 10000 PKR.",0,roman_urdu,Bank Deposit Notification,zenodo_21810885
Apka State Bank acount hack hone ka khatra h. Apna password change krne k lie abhi is number par sms karin.,1,roman_urdu,Phishing - Account Hack Warning,zenodo_21810885
"Your JazzCash OTP for online transaction is 51572063. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,zenodo_21810885
"Your Meezan Bank OTP for online transaction is 14410100. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,zenodo_21810885
Easypaisa: Aap ne successfully 5000 PKR transfer kar diye hn. Trx ID: 99458459.,0,roman_urdu,Mobile Wallet Transfer Confirmation,zenodo_21810885
Apka Meezan Bank ka account system error ki waja se block ho gaya hai. Abhi details send krain 0332686424 par warna account hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,zenodo_21810885
Easypaisa: Aap ne successfully 350 PKR transfer kar diye hain. Trx ID: 63100724.,0,roman_urdu,Mobile Wallet Transfer Confirmation,zenodo_21810885
Salary of 1 Lakh PKR has been credited to your JazzCash account. Thank you.,0,roman_urdu,Salary Credit Notification,zenodo_21810885
"Your NayaPay OTP for online transaction is 87289845. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,zenodo_21810885
"Your Meezan Bank OTP for online transaction is 97274472. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,zenodo_21810885
"Moaziz sarif, apka BISP ki taraf se 50,000 PKR ka inaam nikla hai. Taseeq k liye 0331987804 par rabta krein.",1,roman_urdu,Phishing - Reward/Lottery Scam,zenodo_21810885
Apka Allied Bank ka account KYC update na hone ki waja se block ho gaya hai. Abhi details send krain 0386085264 par warna account hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,zenodo_21810885
Apka NayaPay ka account verification na hone ki waja se block ho gaya hai. Abhi call karein 0324501003 par warna account hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,zenodo_21810885
Traffic Police: Apki gari ka E-Challan generate ho gaya ha. Amount 1 Lakh PKR. Akhri tareekh se pehle PSCA app k zariye pay krn.,0,roman_urdu,Traffic Challan Notification,zenodo_21810885
"Your Meezan Bank OTP for online transaction is 90444059. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,zenodo_21810885
Apka HBL ka account suspicious activity ki waja se block ho gaya hai. Abhi pin code dain 0370160036 par warna account hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,zenodo_21810885
Aap k JazzCash acc se 2500 PKR ki deduction hui ha tax ki madd mein.,0,roman_urdu,Bank Tax Deduction Notification,zenodo_21810885
Mubarak ho! BISP main apka 12500 ka inam lga ha. Apna inam hasil krne k lie apna Allied Bank pin is number par send krin.,1,roman_urdu,Phishing - Reward/Lottery Scam,zenodo_21810885
Salary of 10000 PKR has been credited to your Easypaisa acc. Thank you.,0,roman_urdu,Salary Credit Notification,zenodo_21810885
"Moaziz sarif, apka BISP ki taraf se 75,000 PKR ka inaam nikla hai. Taseeq k liye 0351958294 par details send krain.",1,roman_urdu,Phishing - Reward/Lottery Scam,zenodo_21810885
Apka UBL ka acc suspicious activity ki waja se block ho gaya h. Abhi OTP bataen 0382200518 par warna acc hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,zenodo_21810885
"Easypaisa: Aap ne successfully 50,000 PKR transfer kar diye hain. Trx ID: 40536069.",0,roman_urdu,Mobile Wallet Transfer Confirmation,zenodo_21810885
Aap k HBL acc se 1 Lakh PKR ki deduction hui h tax ki madd mein.,0,roman_urdu,Bank Tax Deduction Notification,zenodo_21810885
Aap k NayaPay account se 1 Lakh PKR ki deduction hui hai tax ki madd mein.,0,roman_urdu,Bank Tax Deduction Notification,zenodo_21810885
Easypaisa: Aap ne successfully 1 Lakh PKR transfer kar diye hain. Trx ID: 38651913.,0,roman_urdu,Mobile Wallet Transfer Confirmation,zenodo_21810885
"Your State Bank OTP for online transaction is 92489429. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,zenodo_21810885
Apka State Bank ka account verification na hone ki waja se block ho gaya hai. Abhi sms karin 0368654699 par warna account hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,zenodo_21810885
Easypaisa: Aap ne successfully 2500 PKR transfer kar diye hain. Trx ID: 90680167.,0,roman_urdu,Mobile Wallet Transfer Confirmation,zenodo_21810885
Easypaisa: Aap ne successfully 2500 PKR transfer kar diye hain. Trx ID: 92724168.,0,roman_urdu,Mobile Wallet Transfer Confirmation,zenodo_21810885
Apka JazzCash ka acount verification na hone ki waja se block ho gaya ha. Abhi rabta krein 0345190307 par warna acount hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,zenodo_21810885
